pmid	year	journal	type	queries	title
41687999	2026	Int J Biol Macromol	Journal Article	Q10_lung_cancer_tf_network	Flap endonuclease 1 drives tumorigenesis across cancers and is a master regulator of proliferation and genomic instability in liver cancer.
41673764	2026	Clin Epigenetics	Journal Article	Q10_lung_cancer_tf_network	Single-nucleus multi-omics delineates distinct epigenetic programs associated with tumor progression in lung adenocarcinoma.
41670805	2026	Curr Med Sci	Journal Article	Q10_lung_cancer_tf_network	Enriched NKX2-1 Mutations in Bronchiolar Adenoma Variants: Evidence for Malignant Transformation or an Indolent Entity.
41659399	2026	bioRxiv	Journal Article;Preprint	Q10_lung_cancer_tf_network	EZH2 Inhibition Reshapes 3D Chromatin Architecture to Induce Immunogenic Phenotype in Small Cell Lung Cancer.
42558043	2026	Arterioscler Thromb Vasc Biol	Journal Article	Q11_lung_dev_tf	Identifying Pulmonary Endothelial Cell Zonation From Single-Cell Transcriptomics.
42557786	2026	Basic Clin Pharmacol Toxicol	Journal Article	Q11_lung_dev_tf	TRPA1 Regulates Fibrosis-Associated Transcriptional Pathways in Human Lung Epithelial Cells.
42549113	2026	ERJ Open Res	Journal Article	Q11_lung_dev_tf	Single-cell RNA sequencing reveals aberrant airway epithelial-immune cell cross-talk in pulmonary fibrosis.
42521633	2026	Tuberc Respir Dis (Seoul)	Journal Article	Q11_lung_dev_tf	Single-Cell Analysis Identifies Factors Associated with Rheumatoid Arthritis-Related Interstitial Lung Disease in Comparison with Idiopathic Pulmonary Fibrosis.
42505963	2026	Mar Drugs	Journal Article	Q11_lung_dev_tf	The Marine Cembranoid Sarcophine Suppressed the Progression and Recurrence of the Metastatic Castration-Resistant Prostate Cancer via Downregulating EZH2-β-Catenin-Centered Oncogenic Network.
42413776	2026	Neurochem Int	Journal Article	Q11_lung_dev_tf	Thymus-derived myeloid programs track microglial tolerance states across human cohorts.
42404165	2026	J Bone Oncol	Journal Article	Q11_lung_dev_tf	Single-cell fixed RNA profiling of the osteosarcoma clinical Spectrum identifies ADAMTS12 and RNASE1 as key drivers of the metastatic niche.
42395557	2026	bioRxiv	Journal Article;Preprint	Q11_lung_dev_tf	Lineage-aware stochastic modeling reveals gene-expression dynamics in development and disease.
42389786	2026	Arterioscler Thromb Vasc Biol	Journal Article;Review	Q11_lung_dev_tf	Endothelial Continuum and Capillary Specialization in Pulmonary Vascular Development.
42388730	2026	Front Genet	Journal Article	Q11_lung_dev_tf	Potential role of the Trpv4 c.1491+1G>A mutation in pulmonary fibrosis in a gene-edited mouse model.
42372205	2026	JCO Precis Oncol	Journal Article	Q11_lung_dev_tf	DNA Damage Response Alterations and Immune Checkpoint Blockade Outcomes Across Multiple Cancers.
42321495	2026	Discov Oncol	Journal Article	Q11_lung_dev_tf	Basement membrane related genes in lung adenocarcinoma prognostic risk model based on single cell and bulk RNA sequencing and tumor microenvironment modulation.
42273700	2026	Front Immunol	Journal Article	Q11_lung_dev_tf	Single cell transcriptome signatures and cell-cell interactions associated with sarcoidosis in lung immune cell populations.
42234716	2026	PLoS One	Journal Article	Q11_lung_dev_tf	Integration of single-cell and bulk RNA sequencing reveals programmed cell death-associated transcriptional programs in sepsis-induced acute lung injury.
42222378	2026	Front Oncol	Journal Article;Review	Q11_lung_dev_tf	The evolving role of the immune microenvironment of tumor draining lymph nodes in the development of biomarkers of non-small cell lung cancer.
42218498	2026	J Transl Med	Journal Article	Q11_lung_dev_tf	Network-based single-cell analysis identifies a proliferative GZMB(+) plasma cell subset linked to Hedgehog signaling and prognostic risk in lung squamous cell carcinoma.
42196266	2026	Int J Mol Sci	Journal Article	Q11_lung_dev_tf	Machine Learning-Based Identification of Biomarkers for Early-Stage Non-Small Cell Lung Cancer Through Gene Expression Analysis.
42174277	2026	Discov Oncol	Journal Article	Q11_lung_dev_tf	Functional and mechanistic inactivation of immune hubs orchestrates tumor development and progression in lung adenocarcinoma.
42122127	2026	Cancers (Basel)	Journal Article	Q11_lung_dev_tf	Integrative Analysis of Cellular Senescence-Related Genes Identifies FOLR1 as a Novel Tumor Suppressor and a Potential Therapeutic Target in Lung Adenocarcinoma.
42046060	2026	Respir Res	Journal Article	Q11_lung_dev_tf	ABTB1 modulates EGFR signaling and confers icotinib sensitivity in lung adenocarcinoma.
42046051	2026	Genes Nutr	Journal Article	Q11_lung_dev_tf	Tfcp2l1 participates in paternal vitamin D deficiency-induced fetal lung maldevelopment in mice.
41977201	2026	Int J Mol Sci	Journal Article	Q11_lung_dev_tf	Ensemble of Time-Evolving SASP Gene Sets Identifies IGFBP7 and CDKN1A as a Potential Marker Pair for Senescent Fibroblast Subpopulations Across Tissues.
41958975	2026	bioRxiv	Journal Article;Preprint	Q11_lung_dev_tf	Spontaneous Pregravid Obesity Reshapes Fetal Immune Ontogeny in a Nonhuman Primate Model.
41942468	2026	Cell Death Dis	Journal Article	Q11_lung_dev_tf	The E3 ubiquitin ligase HUWE1 is required for KRAS-induced lung cancer.
41940983	2026	Semin Immunopathol	Journal Article;Review;Research Support, Non-U.S. Gov't	Q11_lung_dev_tf	Butyrate remodels the immune-epigenetic-gut-lung axis: Emerging mechanisms and therapeutic perspectives in asthma.
41933934	2026	Adv Sci (Weinh)	Journal Article	Q11_lung_dev_tf	Organ-Specific and Conserved Regulatory Logic Orchestrates Gene Expression in the Embryonic Mesothelium.
41921915	2026	Mucosal Immunol	Journal Article	Q11_lung_dev_tf	Single-cell profiling of BAL in preschool cystic fibrosis reveals macrophage dysregulation and ivacaftor-modified inflammatory programs in the early life lung.
41808476	2026	J Natl Cancer Inst	Journal Article	Q11_lung_dev_tf	Methylation signatures distinguish non-small cell lung cancer subtypes and are associated with survival in smokers with lung squamous cell carcinoma.
41799436	2026	Front Cell Dev Biol	Journal Article;Review	Q11_lung_dev_tf	Transcriptional coordination in multicellular lineage differentiation during lung organogenesis: deciphering the role of epithelial cells as a microenvironmental regulatory hub.
41790655	2026	Medicine (Baltimore)	Journal Article;Observational Study	Q11_lung_dev_tf	Integrated multi-omics profiling to dissect the development of second primary lung cancer in laryngeal cancer: An observational study.
41776080	2026	Cell Mol Life Sci	Journal Article	Q11_lung_dev_tf	Senescent epithelial cells remodel the tumor microenvironment and drive early LUAD progression: a multiomics risk model and single-cell analysis.
41761973	2026	Front Biosci (Landmark Ed)	Journal Article	Q11_lung_dev_tf	Neonatal Hyperoxia Induces Metabolic Reprogramming in Senescent Alveolar Macrophages, Leading to Persistent Lung Injury.
41749430	2026	J Leukoc Biol	Journal Article	Q11_lung_dev_tf	Class A scavenger receptors promote tumor progression and induce a unique macrophage phenotype in a mouse model of spontaneous breast cancer.
41739360	2026	Mol Biol Rep	Journal Article	Q11_lung_dev_tf	MiR-182 and MiR-34a regulate autophagy and apoptosis in tuberculosis and lung cancer.
41736051	2026	J Exp Clin Cancer Res	Journal Article	Q11_lung_dev_tf	HOXA10 drives immune evasion in early lung adenocarcinoma by recruiting immunosuppressive macrophages via NF-κB/CCL2 signaling.
41727615	2026	Res Sq	Journal Article;Preprint	Q11_lung_dev_tf	Single-Cell Atlas of Fetal Immune Development Across Lung, Spleen, and Umbilical Cord Blood in Nonhuman Primates.
41727571	2026	Res Sq	Journal Article;Preprint	Q11_lung_dev_tf	A hierarchical Bayesian framework for inferring mitochondrial clonal selection from single-cell data.
41713905	2026	Thorax	Journal Article	Q11_lung_dev_tf	Transcriptomic signatures of IPF in ALI-cultured airway cells and their therapeutic implications.
41709280	2026	BMC Biol	Journal Article	Q11_lung_dev_tf	Immune regulation and cellular crosstalk drive non-fibrotic lung remodeling in pre-metamorphic frogs exposed to paraquat.
41702400	2026	Cell	Journal Article	Q11_lung_dev_tf	A single-cell time-series atlas of endothelial cell embryonic development.
41667527	2026	Sci Rep	Journal Article	Q11_lung_dev_tf	The single-cell transcriptional landscape of the pediatric cystic fibrosis lung from minimally invasive respiratory specimens.
41659414	2026	bioRxiv	Journal Article;Preprint	Q11_lung_dev_tf	Whole blood transcriptional responses associated with bacterial burden in pulmonary tuberculosis.
41659404	2026	bioRxiv	Journal Article;Preprint	Q11_lung_dev_tf	Global mRNA 3'UTR lengthening in small-cell neuroendocrine carcinoma.
41632526	2026	JCI Insight	Journal Article	Q11_lung_dev_tf	BRD4 promotes endodermal cell fate during mammalian lung development.
41603184	2026	Curr Med Chem	Journal Article	Q11_lung_dev_tf	An Immune Cell Activation Signature for Non - Small Cell Lung Cancer Revealed Tumor Microenvironment Heterogeneity and the Role of RORA in Regulating ZNF490/NDUFA12 Axis.
41580978	2026	Adv Sci (Weinh)	Journal Article	Q11_lung_dev_tf	Spatial Profiling Reveals Distinct Molecular and Immune Evolution of Mouse Lung Adenocarcinoma Precancers with or Without Carcinogen Exposure.
41562315	2026	Phytother Res	Journal Article	Q11_lung_dev_tf	Quercetin Overcomes Cisplatin Resistance by Inducing Ferroptosis via the DDB2-AS1/miR-4728-5p/p53 Axis.
41542612	2026	bioRxiv	Journal Article;Preprint	Q11_lung_dev_tf	A Transcriptional Atlas of Endothelial Cell Zonation Along the Pulmonary Vascular Tree.
41492010	2026	Sci Rep	Journal Article	Q11_lung_dev_tf	Network pharmacology and molecular docking reveal mechanisms of amiodarone-induced pulmonary fibrosis.
41475071	2026	Comput Biol Chem	Journal Article	Q11_lung_dev_tf	Network centrality-driven TOPSIS approach for prioritizing cancer therapeutic targets.
41231245	2026	Cancer Res	Journal Article	Q11_lung_dev_tf	CanSig Benchmarks Methods for Reproducible Cancer Cell State Discovery from Single-Cell Transcriptomic Data.
42556634	2026	Eur J Pharmacol	Journal Article	Q12_pah_bpd_tf	MYNN regulates hypoxia-induced PASMCs proliferation and migration by modulating the PDLIM1/NF-κB axis.
42465492	2026	bioRxiv	Journal Article;Preprint	Q12_pah_bpd_tf	E2F1 Drives Endothelial Arterial Programming in Pulmonary Arterial Hypertension.
42318016	2026	Front Cell Infect Microbiol	Journal Article;Review	Q12_pah_bpd_tf	Microbial and host innate immune factors affecting the persistence of Staphylococcus aureus in cystic fibrosis airways.
42236853	2026	Sci Rep	Journal Article	Q12_pah_bpd_tf	Endothelial SP1 lactylation promotes bronchopulmonary dysplasia via regulation of Cdkn1a expression.
42206368	2026	Arterioscler Thromb Vasc Biol	Journal Article	Q12_pah_bpd_tf	I-tRF-Asp Promotes Vascular Remodeling in Hypoxic Pulmonary Hypertension Via hnRNPU Phase Separation, Which Affects TCF7L2 Alternative Splicing.
42186808	2026	Circulation	Journal Article	Q12_pah_bpd_tf	Hypoxia Upregulation of BACH1 Aggravates Pulmonary Hypertension Through TGFBR2/SMAD Pathways.
42152052	2026	Respir Res	Journal Article	Q12_pah_bpd_tf	Snhg18 promotes hypoxic pulmonary hypertension by enhancing glycolysis.
42117785	2026	Virulence	Journal Article	Q12_pah_bpd_tf	Identification of DksA as a novel pro-inflammatory mediator of Pseudomonas aeruginosa under conditions mimicking chronic cystic fibrosis lung infection.
42100191	2026	Front Endocrinol (Lausanne)	Journal Article	Q12_pah_bpd_tf	Prolactin, cortisol, and extracellular osmolality regulate cftr, ostf1, and sgk1 in tilapia ionocytes.
42069287	2026	Arch Biochem Biophys	Journal Article	Q12_pah_bpd_tf	ETS1 targets the SENP2/HSPA8/FUNDC1 axis to ameliorate bronchopulmonary dysplasia by inhibiting mitochondrial damage-induced autophagy.
42047332	2026	Autophagy	Journal Article;Review	Q12_pah_bpd_tf	Exploiting autophagy-targeting natural compounds for potential antimicrobial actions.
42047020	2026	Circ Res	Journal Article	Q12_pah_bpd_tf	Dynamin 2 Regulates Mitochondrial Mitotic Fission in Pulmonary Hypertension.
41987093	2026	BMC Pediatr	Journal Article;Case Reports;Review	Q12_pah_bpd_tf	Chromosome 17q23.1-q23.2 deletion syndrome with severe pulmonary hypertension in neonates: two case reports and literature review.
41925330	2026	mSphere	Journal Article	Q12_pah_bpd_tf	Pseudomonas aeruginosa lasR mutants resist phagocytosis and alter inflammatory cytokine production by cystic fibrosis macrophages.
41811700	2026	Physiol Res	Journal Article	Q12_pah_bpd_tf	Role of PKM2 Tetramer in Modulating Endothelial Mitochondrial Dysfunction in a Rat Model of Chronic Thromboembolic Pulmonary Hypertension.
41785017	2026	Am J Physiol Lung Cell Mol Physiol	Journal Article	Q12_pah_bpd_tf	Mechanical compression causes lung hypoplasia in congenital diaphragmatic hernia with GATA4 genetic variants.
41701793	2026	PLoS Genet	Journal Article	Q12_pah_bpd_tf	Cholinergic signaling modulates intestinal pathophysiology in a Drosophila model of cystic fibrosis.
41680210	2026	Nat Commun	Journal Article	Q12_pah_bpd_tf	FOXF2 regulates pericyte-endothelial signaling required for vascular homeostasis after neonatal hyperoxic lung injury.
41648333	2026	bioRxiv	Journal Article;Preprint	Q12_pah_bpd_tf	Nicotinamide phosphoribosyltransferase activates the mitochondrial unfolded protein response to promote pulmonary arterial endothelial cell proliferation.
41648058	2026	MedComm (2020)	Journal Article	Q12_pah_bpd_tf	Cleavage and Polyadenylation Specificity Factor Subunit 5 Regulates Pulmonary Artery Smooth Muscle Expansion and Hypoxic Response.
41522357	2026	Int J Biol Sci	Journal Article	Q12_pah_bpd_tf	Zinc-Induced PKCδ-dependent Phosphorylation of MTF-1 Promotes Pulmonary Vascular Remodeling in Hypoxic Pulmonary Hypertension.
41492102	2026	Hum Genet	Journal Article	Q12_pah_bpd_tf	Distinct regulatory elements of SLC6A14 expression contribute to modification of cystic fibrosis phenotypes.
